sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
1,1,2026-06-03T07:44:02.679508,ryu,Linear_4n_10M,4,linear,10M,46607.86,0.068,0.0,1.0,0.005,0.19,45.58,17.72,0.6812,0.8727,0.9852,0.7434,floodlight,0.0874,hybrid_p95,CONTROLLER
2,1,2026-06-03T07:45:32.175474,floodlight,Linear_4n_10M,4,linear,10M,44983.9,0.057,0,1.0,0.006,45.53,353.45,12.81,0.91,0.4658,0.9892,0.8308,floodlight,0.0874,hybrid_p95,CONTROLLER
3,1,2026-06-03T07:48:04.119794,onos,Linear_4n_10M,4,linear,10M,47049.24,0.07,0.0,1.0,0.006,13.57,797.22,23.88,0.646,0.6792,0.98,0.6801,floodlight,0.0874,hybrid_p95,CONTROLLER
4,1,2026-06-03T07:49:26.504295,ryu,Linear_4n_30M,4,linear,30M,46697.9,0.07,0.0,1.0,0.005,0.31,33.42,24.09,0.6408,0.8817,0.9798,0.7154,floodlight,0.116,hybrid_p95,CONTROLLER
5,1,2026-06-03T07:50:55.954763,floodlight,Linear_4n_30M,4,linear,30M,44815.44,0.06,0,1.0,0.006,44.72,358.6,20.41,0.91,0.4714,0.9829,0.8314,floodlight,0.116,hybrid_p95,CONTROLLER
6,1,2026-06-03T07:53:27.904655,onos,Linear_4n_30M,4,linear,30M,46812.98,0.069,0.0,1.0,0.01,12.93,777.71,22.04,0.6814,0.6848,0.9815,0.707,floodlight,0.116,hybrid_p95,CONTROLLER
7,1,2026-06-03T07:54:50.292069,ryu,Linear_4n_60M,4,linear,60M,47160.11,0.068,0.0,1.0,0.008,0.24,33.41,23.07,0.7345,0.8823,0.9807,0.7835,floodlight,0.0628,hybrid_p95,CONTROLLER
8,1,2026-06-03T07:56:19.737763,floodlight,Linear_4n_60M,4,linear,60M,44604.85,0.062,0,1.0,0.005,34.35,391.02,14.35,0.91,0.5464,0.988,0.8463,floodlight,0.0628,hybrid_p95,CONTROLLER
9,1,2026-06-03T07:58:51.876587,onos,Linear_4n_60M,4,linear,60M,46586.48,0.07,0.0,1.0,0.003,9.84,776.6,21.95,0.6258,0.708,0.9817,0.6712,floodlight,0.0628,hybrid_p95,CONTROLLER
10,1,2026-06-03T08:00:14.261667,ryu,Linear_4n_150M,4,linear,150M,46180.64,0.066,0.0,1.0,0.008,0.19,33.42,22.49,0.7456,0.8826,0.9811,0.7916,floodlight,0.0571,hybrid_p95,CONTROLLER
