sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
1,1,2026-07-13T06:41:03.803577,ryu,Ring_4n_10M,4,ring,10M,37498.4,0.089,0.0,1.0,0.007,0.39,47.6,19.01,0.556,0.8698,0.9841,0.6521,onos,0.257,hybrid_p95,CONTROLLER
2,1,2026-07-13T06:42:57.894580,floodlight,Ring_4n_10M,4,ring,10M,41863.87,0.085,0.0,1.0,0.013,43.49,415.4,16.06,0.6954,0.4758,0.9864,0.6772,onos,0.257,hybrid_p95,CONTROLLER
3,1,2026-07-13T06:45:30.370657,onos,Ring_4n_10M,4,ring,10M,47768.98,0.075,0.0,1.0,0.009,15.32,783.31,20.76,1.0,0.6666,0.9826,0.9342,onos,0.257,hybrid_p95,CONTROLLER
4,1,2026-07-13T06:47:42.336547,ryu,Ring_4n_50M,4,ring,50M,35888.03,0.085,0.0,1.0,0.018,0.54,35.18,17.33,0.7647,0.8784,0.9853,0.805,onos,0.1158,hybrid_p95,CONTROLLER
5,1,2026-07-13T06:49:36.698926,floodlight,Ring_4n_50M,4,ring,50M,26878.9,0.099,0.0,1.0,0.028,31.25,413.9,14.08,0.556,0.5678,0.9878,0.5941,onos,0.1158,hybrid_p95,CONTROLLER
6,1,2026-07-13T06:52:09.857487,onos,Ring_4n_50M,4,ring,50M,39762.72,0.065,0.0,1.0,0.008,24.64,800.42,17.4,1.0,0.5959,0.9854,0.9208,onos,0.1158,hybrid_p95,CONTROLLER
7,1,2026-07-13T06:54:01.897270,ryu,Ring_4n_100M,4,ring,100M,33522.64,0.096,0.0,1.0,0.014,0.64,35.42,26.59,0.5674,0.8774,0.9776,0.6613,onos,0.2481,hybrid_p95,CONTROLLER
8,1,2026-07-13T06:55:56.085183,floodlight,Ring_4n_100M,4,ring,100M,32383.69,0.091,0.0,1.0,0.014,31.75,410.6,17.53,0.6192,0.5643,0.9852,0.639,onos,0.2481,hybrid_p95,CONTROLLER
9,1,2026-07-13T06:58:30.882191,onos,Ring_4n_100M,4,ring,100M,41361.17,0.068,0.0,1.0,0.014,32.1,890.9,16.65,1.0,0.5364,0.9859,0.9094,onos,0.2481,hybrid_p95,CONTROLLER
10,1,2026-07-13T07:00:42.855670,ryu,Ring_4n_500M,4,ring,500M,38530.13,0.075,0.0,1.0,0.014,0.36,35.43,22.87,0.7462,0.8795,0.9807,0.7914,floodlight,0.0524,hybrid_p95,CONTROLLER
