sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
1,1,2026-07-13T10:16:35.708452,ryu,Ring_4n_10M,4,ring,10M,30376.84,0.115,0.0,1.0,0.025,0.56,35.2,16.22,0.556,0.8782,0.9861,0.6539,onos,0.1247,hybrid_p95,CONTROLLER
2,1,2026-07-13T10:18:29.987963,floodlight,Ring_4n_10M,4,ring,10M,32083.3,0.085,0.0,1.0,0.013,36.39,409.2,21.91,0.831,0.5296,0.9815,0.7853,onos,0.1247,hybrid_p95,CONTROLLER
3,1,2026-07-13T10:21:04.764738,onos,Ring_4n_10M,4,ring,10M,39970.69,0.074,0.0,1.0,0.011,32.24,771.24,18.37,1.0,0.5401,0.9845,0.91,onos,0.1247,hybrid_p95,CONTROLLER
4,1,2026-07-13T10:22:56.780027,ryu,Ring_4n_50M,4,ring,50M,30349.85,0.104,0.0,1.0,0.037,0.54,35.27,18.07,0.556,0.8783,0.9844,0.6538,onos,0.145,hybrid_p95,CONTROLLER
5,1,2026-07-13T10:24:51.068645,floodlight,Ring_4n_50M,4,ring,50M,30483.95,0.095,0.0,1.0,0.019,32.87,402.6,17.58,0.8023,0.5566,0.9851,0.77,onos,0.145,hybrid_p95,CONTROLLER
6,1,2026-07-13T10:27:25.656931,onos,Ring_4n_50M,4,ring,50M,40574.14,0.091,0.0,1.0,0.019,27.76,931.31,22.3,1.0,0.5675,0.9811,0.915,onos,0.145,hybrid_p95,CONTROLLER
7,1,2026-07-13T10:29:17.674795,ryu,Ring_4n_100M,4,ring,100M,31802.2,0.087,0.0,1.0,0.004,0.41,35.29,19.72,0.733,0.8793,0.9835,0.782,onos,0.1339,hybrid_p95,CONTROLLER
8,1,2026-07-13T10:31:11.983917,floodlight,Ring_4n_100M,4,ring,100M,36222.26,0.088,0.0,1.0,0.022,34.1,390.7,14.04,0.5935,0.5483,0.988,0.6175,onos,0.1339,hybrid_p95,CONTROLLER
9,1,2026-07-13T10:33:46.605567,onos,Ring_4n_100M,4,ring,100M,42402.02,0.086,0.0,1.0,0.018,28.0,821.05,15.24,1.0,0.5698,0.987,0.9159,onos,0.1339,hybrid_p95,CONTROLLER
10,1,2026-07-13T10:35:57.209677,ryu,Ring_4n_500M,4,ring,500M,31839.95,0.111,0.0,1.0,0.035,0.33,35.43,25.37,0.91,0.8797,0.9783,0.9098,ryu,0.0389,hybrid_p95,CONTROLLER
11,1,2026-07-13T10:37:51.453307,floodlight,Ring_4n_500M,4,ring,500M,35798.96,0.116,0.0,1.0,0.065,35.45,393.7,17.12,0.9467,0.5379,0.9848,0.8709,ryu,0.0389,hybrid_p95,CONTROLLER
12,1,2026-07-13T10:40:31.150423,onos,Ring_4n_500M,4,ring,500M,40871.75,0.745,0.0,1.0,1.802,28.99,948.68,19.24,0.646,0.5577,0.9569,0.6548,ryu,0.0389,hybrid_p95,CONTROLLER
13,1,2026-07-13T10:42:23.368725,ryu,Ring_5n_10M,5,ring,10M,29025.37,0.13,0.0,1.0,0.07,0.69,35.47,17.38,0.5684,0.877,0.9845,0.6625,onos,0.1497,hybrid_p95,CONTROLLER
14,1,2026-07-13T10:44:17.776986,floodlight,Ring_5n_10M,5,ring,10M,27061.4,0.102,0.0,1.0,0.021,33.34,476.21,17.97,0.7978,0.5476,0.9847,0.765,onos,0.1497,hybrid_p95,CONTROLLER
15,1,2026-07-13T10:46:53.306034,onos,Ring_5n_10M,5,ring,10M,41290.16,0.089,0.0,1.0,0.029,28.42,808.5,24.52,1.0,0.5672,0.9791,0.9147,onos,0.1497,hybrid_p95,CONTROLLER
16,1,2026-07-13T10:48:45.586079,ryu,Ring_5n_50M,5,ring,50M,29609.31,0.113,0.0,1.0,0.04,0.69,35.46,18.4,0.556,0.877,0.9841,0.6535,onos,0.0332,hybrid_p95,CONTROLLER
17,1,2026-07-13T10:50:39.981422,floodlight,Ring_5n_50M,5,ring,50M,34859.76,0.074,0.0,1.0,0.013,31.8,434.31,16.33,0.9465,0.5621,0.9862,0.8756,onos,0.0332,hybrid_p95,CONTROLLER
18,1,2026-07-13T10:53:15.664232,onos,Ring_5n_50M,5,ring,50M,42546.33,0.076,0.0,1.0,0.017,23.58,826.56,19.49,0.9818,0.6028,0.9835,0.9088,onos,0.0332,hybrid_p95,CONTROLLER
19,1,2026-07-13T10:55:07.898065,ryu,Ring_5n_100M,5,ring,100M,30464.21,0.095,0.0,1.0,0.008,0.64,35.46,17.84,0.674,0.8774,0.985,0.7391,onos,0.1861,hybrid_p95,CONTROLLER
20,1,2026-07-13T10:57:02.340650,floodlight,Ring_5n_100M,5,ring,100M,38104.31,0.108,0.0,1.0,0.025,31.73,426.8,16.82,0.6238,0.5632,0.9856,0.6421,onos,0.1861,hybrid_p95,CONTROLLER
21,1,2026-07-13T10:59:42.544687,onos,Ring_5n_100M,5,ring,100M,40603.55,0.069,0.0,1.0,0.011,20.65,980.1,18.57,1.0,0.6193,0.9844,0.9252,onos,0.1861,hybrid_p95,CONTROLLER
22,1,2026-07-13T11:01:34.766567,ryu,Ring_5n_500M,5,ring,500M,38393.37,0.085,0.0,1.0,0.021,0.59,35.44,21.63,0.8912,0.8778,0.9817,0.8962,onos,0.023,hybrid_p95,CONTROLLER
23,1,2026-07-13T11:03:29.388298,floodlight,Ring_5n_500M,5,ring,500M,32231.54,0.101,0.0,1.0,0.02,43.86,439.12,15.64,0.556,0.4712,0.9867,0.5754,onos,0.023,hybrid_p95,CONTROLLER
24,1,2026-07-13T11:06:05.231641,onos,Ring_5n_500M,5,ring,500M,39360.97,0.079,0.0,1.0,0.018,25.53,872.81,13.81,1.0,0.5864,0.9882,0.9192,onos,0.023,hybrid_p95,CONTROLLER
25,1,2026-07-13T11:07:57.731544,ryu,Ring_6n_10M,6,ring,10M,39235.45,0.089,0.0,1.0,0.032,0.86,35.52,15.6,0.7471,0.8757,0.9865,0.7918,onos,0.1231,hybrid_p95,CONTROLLER
26,1,2026-07-13T11:09:52.572034,floodlight,Ring_6n_10M,6,ring,10M,25222.54,0.091,0.0,1.0,0.028,32.66,456.3,14.84,0.556,0.5541,0.9872,0.5914,onos,0.1231,hybrid_p95,CONTROLLER
27,1,2026-07-13T11:12:28.324666,onos,Ring_6n_10M,6,ring,10M,35642.53,0.084,0.0,1.0,0.021,16.67,894.8,17.48,0.9769,0.6521,0.9851,0.9149,onos,0.1231,hybrid_p95,CONTROLLER
28,1,2026-07-13T11:14:20.703074,ryu,Ring_6n_50M,6,ring,50M,35366.39,0.105,0.0,1.0,0.02,0.97,35.5,16.44,0.5984,0.8749,0.986,0.6839,onos,0.2341,hybrid_p95,CONTROLLER
29,1,2026-07-13T11:16:15.409175,floodlight,Ring_6n_50M,6,ring,50M,31033.35,0.097,0.0,1.0,0.03,32.66,416.55,15.39,0.6418,0.557,0.9867,0.6541,onos,0.2341,hybrid_p95,CONTROLLER
30,1,2026-07-13T11:18:51.737164,onos,Ring_6n_50M,6,ring,50M,40236.83,0.072,0.0,1.0,0.011,26.28,847.2,18.24,1.0,0.5817,0.9846,0.918,onos,0.2341,hybrid_p95,CONTROLLER
31,1,2026-07-13T11:20:44.179322,ryu,Ring_6n_100M,6,ring,100M,36328.13,0.091,0.0,1.0,0.032,0.76,35.34,16.34,0.6645,0.8766,0.9859,0.7321,onos,0.1896,hybrid_p95,CONTROLLER
32,1,2026-07-13T11:22:38.967735,floodlight,Ring_6n_100M,6,ring,100M,31128.33,0.095,0.0,1.0,0.027,34.36,447.71,14.97,0.556,0.5419,0.9871,0.5891,onos,0.1896,hybrid_p95,CONTROLLER
33,1,2026-07-13T11:25:19.763543,onos,Ring_6n_100M,6,ring,100M,39781.21,0.069,0.0,1.0,0.011,23.63,844.6,20.18,1.0,0.6017,0.983,0.9217,onos,0.1896,hybrid_p95,CONTROLLER
34,1,2026-07-13T11:27:12.226262,ryu,Ring_6n_500M,6,ring,500M,25120.02,0.125,0.0,1.0,0.026,0.9,35.35,16.92,0.569,0.8755,0.9855,0.6627,onos,0.2504,hybrid_p95,CONTROLLER
35,1,2026-07-13T11:29:07.044072,floodlight,Ring_6n_500M,6,ring,500M,24872.34,0.127,0.019,1.0,0.03,34.11,442.52,19.12,0.556,0.5442,0.9836,0.5892,onos,0.2504,hybrid_p95,CONTROLLER
36,1,2026-07-13T11:31:42.870257,onos,Ring_6n_500M,6,ring,500M,40710.93,0.066,0.0,1.0,0.006,29.82,858.8,13.99,1.0,0.5547,0.9883,0.9131,onos,0.2504,hybrid_p95,CONTROLLER
37,1,2026-07-13T11:33:35.633346,ryu,Ring_7n_10M,7,ring,10M,24079.55,0.098,0.0,1.0,0.031,0.81,35.51,15.62,0.556,0.8761,0.9865,0.6535,onos,0.2525,hybrid_p95,CONTROLLER
38,1,2026-07-13T11:35:30.587780,floodlight,Ring_7n_10M,7,ring,10M,30933.04,0.092,0.0,1.0,0.033,45.57,460.0,16.14,0.6892,0.4568,0.9861,0.669,onos,0.2525,hybrid_p95,CONTROLLER
39,1,2026-07-13T11:38:07.409530,onos,Ring_7n_10M,7,ring,10M,39196.23,0.075,0.0,1.0,0.023,24.32,789.11,14.69,1.0,0.5988,0.9874,0.9215,onos,0.2525,hybrid_p95,CONTROLLER
40,1,2026-07-13T11:40:00.143492,ryu,Ring_7n_50M,7,ring,50M,38575.23,0.078,0.0,1.0,0.016,1.03,35.5,16.99,0.9946,0.8744,0.9856,0.9707,ryu,0.1469,hybrid_p95,CONTROLLER
