sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
1,1,2026-05-17T10:25:34.489584,ryu,Star_8n_5M,8,star,5M,44101.82,0.08,0.0,1.0,0.022,0.06,45.49,19.41,0.6902,0.8738,0.9835,0.75,floodlight,0.1022,hybrid_p95,CONTROLLER
2,1,2026-05-17T10:26:59.064797,floodlight,Star_8n_5M,8,star,5M,43256.34,0.064,0.0,1.0,0.017,30.64,345.4,17.77,0.91,0.5783,0.9849,0.8522,floodlight,0.1022,hybrid_p95,CONTROLLER
3,1,2026-05-17T10:29:32.349173,onos,Star_8n_5M,8,star,5M,44455.95,0.084,0.0,1.0,0.022,16.17,750.7,22.08,0.646,0.6616,0.9813,0.6768,floodlight,0.1022,hybrid_p95,CONTROLLER
4,1,2026-05-17T10:30:54.803407,ryu,Star_8n_15M,8,star,15M,40088.77,0.079,0.0,1.0,0.021,0.06,33.34,23.66,0.556,0.8837,0.98,0.6544,floodlight,0.2132,hybrid_p95,CONTROLLER
5,1,2026-05-17T10:32:19.368135,floodlight,Star_8n_15M,8,star,15M,41941.12,0.063,0.0,1.0,0.011,31.53,326.01,23.52,1.0,0.5735,0.9802,0.916,floodlight,0.2132,hybrid_p95,CONTROLLER
6,1,2026-05-17T10:34:51.626287,onos,Star_8n_15M,8,star,15M,41069.07,0.076,0.0,1.0,0.015,9.95,806.1,22.31,0.67,0.706,0.9812,0.7028,floodlight,0.2132,hybrid_p95,CONTROLLER
7,1,2026-05-17T10:36:14.056006,ryu,Star_8n_30M,8,star,30M,45046.01,0.088,0.0,1.0,0.023,0.06,33.33,21.86,0.9584,0.8837,0.9814,0.9459,ryu,0.0944,hybrid_p95,CONTROLLER
8,1,2026-05-17T10:37:38.577829,floodlight,Star_8n_30M,8,star,30M,42692.99,0.06,0.0,1.0,0.016,30.92,344.1,22.58,0.91,0.5764,0.9809,0.8515,ryu,0.0944,hybrid_p95,CONTROLLER
9,1,2026-05-17T10:40:11.698006,onos,Star_8n_30M,8,star,30M,44630.62,0.298,0.0,1.0,0.559,9.47,729.42,13.02,0.6301,0.7129,0.9808,0.6752,ryu,0.0944,hybrid_p95,CONTROLLER
10,1,2026-05-17T10:41:34.176263,ryu,Star_8n_80M,8,star,80M,45200.75,0.072,0.0,1.0,0.012,0.06,33.33,13.08,1.0,0.8837,0.9889,0.9766,ryu,0.1257,hybrid_p95,CONTROLLER
