sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
16,1,2026-06-13T04:10:06.144454,ryu,Tree_D2_F3_bw50M,9,tree,50M,37784.35,0.049,0.0,1.0,0.009,0.69,33.88,12.48,0.7173,0.8785,0.9895,0.771,onos,0.1663,hybrid_p95,CONTROLLER
17,1,2026-06-13T04:11:47.971077,floodlight,Tree_D2_F3_bw50M,9,tree,50M,37379.27,0.05,0,1.0,0.018,29.6,443.6,15.08,0.556,0.578,0.9872,0.596,onos,0.1663,hybrid_p95,CONTROLLER
18,1,2026-06-13T04:14:19.390372,onos,Tree_D2_F3_bw50M,9,tree,50M,38220.85,0.047,0.0,1.0,0.009,12.0,1122.3,12.36,1.0,0.6798,0.9896,0.9373,onos,0.1663,hybrid_p95,CONTROLLER
19,1,2026-06-13T04:15:42.511324,ryu,Tree_D2_F3_bw100M,9,tree,100M,43688.77,0.056,0.0,1.0,0.008,0.92,33.86,12.52,0.8651,0.8768,0.9894,0.8777,onos,0.0475,hybrid_p95,CONTROLLER
20,1,2026-06-13T04:18:02.969611,floodlight,Tree_D2_F3_bw100M,9,tree,100M,0.0,0.069,0,1.0,0.007,36.18,394.9,12.58,0.556,0.5323,0.9894,0.5874,onos,0.0475,hybrid_p95,CONTROLLER
21,1,2026-06-13T04:20:34.615354,onos,Tree_D2_F3_bw100M,9,tree,100M,38594.92,0.048,0.0,1.0,0.009,15.31,1071.1,12.21,0.9895,0.6564,0.9897,0.9252,onos,0.0475,hybrid_p95,CONTROLLER
22,1,2026-06-13T04:21:57.667621,ryu,Tree_D2_F3_bw200M,9,tree,200M,39952.96,0.044,0.0,1.0,0.008,0.62,33.87,14.65,0.646,0.879,0.9877,0.7193,floodlight,0.0555,hybrid_p95,CONTROLLER
23,1,2026-06-13T04:23:39.507929,floodlight,Tree_D2_F3_bw200M,9,tree,200M,35568.13,0.038,0,1.0,0.01,34.29,391.5,16.26,0.91,0.5468,0.9863,0.8462,floodlight,0.0555,hybrid_p95,CONTROLLER
24,1,2026-06-13T04:26:11.287113,onos,Tree_D2_F3_bw200M,9,tree,200M,38450.2,0.041,0.0,1.0,0.005,9.45,1093.63,12.31,0.7922,0.6998,0.9897,0.7907,floodlight,0.0555,hybrid_p95,CONTROLLER
25,1,2026-06-13T04:27:34.988578,ryu,Tree_D2_F4_bw10M,16,tree,10M,38866.44,0.055,0.0,0.994,0.014,1.05,34.23,12.96,0.6427,0.8754,0.989,0.7163,floodlight,0.1309,hybrid_p95,CONTROLLER
26,1,2026-06-13T04:29:16.511055,floodlight,Tree_D2_F4_bw10M,16,tree,10M,35817.37,0.039,0,0.994,0.01,31.58,443.71,12.75,0.9067,0.5631,0.9892,0.8472,floodlight,0.1309,hybrid_p95,CONTROLLER
27,1,2026-06-13T04:31:48.765191,onos,Tree_D2_F4_bw10M,16,tree,10M,37628.88,0.053,0.0,0.994,0.013,11.28,908.35,12.12,0.6504,0.6921,0.9897,0.6866,floodlight,0.1309,hybrid_p95,CONTROLLER
28,1,2026-06-13T04:33:12.590645,ryu,Tree_D2_F4_bw50M,16,tree,50M,43689.37,0.048,0.0,0.994,0.011,1.29,34.2,12.08,0.9758,0.8737,0.9898,0.9573,ryu,0.0689,hybrid_p95,CONTROLLER
29,1,2026-06-13T04:35:33.644328,floodlight,Tree_D2_F4_bw50M,16,tree,50M,0.0,0.064,0,0.994,0.008,51.78,433.05,19.68,0.5527,0.4122,0.9835,0.5613,ryu,0.0689,hybrid_p95,CONTROLLER
30,1,2026-06-13T04:38:05.775729,onos,Tree_D2_F4_bw50M,16,tree,50M,38195.43,0.047,0.0,0.994,0.012,38.83,1027.07,12.07,0.9853,0.4812,0.9898,0.8884,ryu,0.0689,hybrid_p95,CONTROLLER
31,1,2026-06-13T04:39:29.524287,ryu,Tree_D2_F4_bw100M,16,tree,100M,38945.7,0.046,0.0,0.994,0.011,1.06,34.2,11.89,0.6427,0.8754,0.9899,0.7164,onos,0.1229,hybrid_p95,CONTROLLER
32,1,2026-06-13T04:41:50.696092,floodlight,Tree_D2_F4_bw100M,16,tree,100M,0.0,0.042,0,0.994,0.012,29.43,413.56,12.08,0.8359,0.5815,0.9898,0.7995,onos,0.1229,hybrid_p95,CONTROLLER
33,1,2026-06-13T04:44:23.663953,onos,Tree_D2_F4_bw100M,16,tree,100M,33269.54,0.041,0.0,0.994,0.005,14.32,1051.8,12.99,0.9835,0.6645,0.9891,0.9224,onos,0.1229,hybrid_p95,CONTROLLER
34,1,2026-06-13T04:45:47.650547,ryu,Tree_D2_F4_bw200M,16,tree,200M,33986.51,0.043,0.0,0.994,0.005,1.17,34.18,15.58,0.8551,0.8746,0.9869,0.8698,ryu,0.0423,hybrid_p95,CONTROLLER
35,1,2026-06-13T04:48:09.042212,floodlight,Tree_D2_F4_bw200M,16,tree,200M,0.0,0.037,0,0.994,0.008,45.38,411.62,14.69,0.9067,0.4619,0.9876,0.8275,ryu,0.0423,hybrid_p95,CONTROLLER
36,1,2026-06-13T04:50:42.325974,onos,Tree_D2_F4_bw200M,16,tree,200M,32839.93,0.052,0.0,0.994,0.007,27.33,1019.2,17.55,0.6396,0.5678,0.9853,0.6545,ryu,0.0423,hybrid_p95,CONTROLLER
37,1,2026-06-13T04:52:06.520581,ryu,Tree_D3_F2_bw10M,8,tree,10M,30351.82,0.046,0.0,1.0,0.004,1.74,34.37,13.22,0.8577,0.8701,0.9889,0.871,ryu,0.0295,hybrid_p95,CONTROLLER
38,1,2026-06-13T04:53:43.555237,floodlight,Tree_D3_F2_bw10M,8,tree,10M,28431.83,0.04,0.0,1.0,0.004,36.84,476.6,13.68,0.91,0.5212,0.9885,0.8415,ryu,0.0295,hybrid_p95,CONTROLLER
39,1,2026-06-13T04:56:16.367183,onos,Tree_D3_F2_bw10M,8,tree,10M,31336.1,0.059,0.0,1.0,0.004,10.64,1025.08,15.15,0.646,0.693,0.9873,0.6834,ryu,0.0295,hybrid_p95,CONTROLLER
40,1,2026-06-13T04:57:40.450533,ryu,Tree_D3_F2_bw50M,8,tree,50M,34753.33,0.057,0.0,1.0,0.013,2.44,34.41,12.6,0.646,0.8648,0.9893,0.7167,onos,0.0712,hybrid_p95,CONTROLLER
41,1,2026-06-13T05:00:01.761820,floodlight,Tree_D3_F2_bw50M,8,tree,50M,0.0,0.039,0,1.0,0.005,81.01,424.46,12.61,0.91,0.1933,0.9894,0.7783,onos,0.0712,hybrid_p95,CONTROLLER
42,1,2026-06-13T05:02:34.892170,onos,Tree_D3_F2_bw50M,8,tree,50M,30920.99,0.044,0.0,1.0,0.001,18.83,1028.1,13.8,0.8917,0.6314,0.9885,0.8495,onos,0.0712,hybrid_p95,CONTROLLER
43,1,2026-06-13T05:03:58.961198,ryu,Tree_D3_F2_bw100M,8,tree,100M,33698.14,0.053,0.0,1.0,0.011,1.51,34.45,12.38,0.91,0.8718,0.9895,0.9092,ryu,0.043,hybrid_p95,CONTROLLER
44,1,2026-06-13T05:05:35.719830,floodlight,Tree_D3_F2_bw100M,8,tree,100M,34226.11,0.053,0.0,1.0,0.011,35.79,489.23,15.33,0.9424,0.5283,0.9871,0.8662,ryu,0.043,hybrid_p95,CONTROLLER
45,1,2026-06-13T05:08:08.020155,onos,Tree_D3_F2_bw100M,8,tree,100M,35166.57,0.057,0.0,1.0,0.011,7.14,1065.98,12.12,0.646,0.718,0.9897,0.6884,ryu,0.043,hybrid_p95,CONTROLLER
46,1,2026-06-13T05:09:31.979750,ryu,Tree_D3_F2_bw200M,8,tree,200M,35578.25,0.057,0.0,1.0,0.016,2.21,34.42,12.4,0.646,0.8665,0.9894,0.7171,onos,0.1782,hybrid_p95,CONTROLLER
47,1,2026-06-13T05:11:53.309933,floodlight,Tree_D3_F2_bw200M,8,tree,200M,0.0,0.057,0,1.0,0.011,68.29,480.74,12.41,0.556,0.2848,0.9895,0.5396,onos,0.1782,hybrid_p95,CONTROLLER
48,1,2026-06-13T05:14:26.206356,onos,Tree_D3_F2_bw200M,8,tree,200M,31186.38,0.05,0.0,1.0,0.004,35.65,1054.77,14.55,0.9889,0.5042,0.9878,0.8953,onos,0.1782,hybrid_p95,CONTROLLER
49,1,2026-06-13T05:15:53.160571,ryu,Tree_D3_F3_bw10M,27,tree,10M,33576.49,0.059,0.0,0.9833,0.013,4.15,35.09,13.8,0.6367,0.8514,0.9883,0.7073,onos,0.1334,hybrid_p95,CONTROLLER
50,1,2026-06-13T05:18:17.511926,floodlight,Tree_D3_F3_bw10M,27,tree,10M,0.0,0.047,0,0.9833,0.016,116.52,596.92,13.25,0.9007,0.0396,0.9887,0.7418,onos,0.1334,hybrid_p95,CONTROLLER
51,1,2026-06-13T05:20:53.765113,onos,Tree_D3_F3_bw10M,27,tree,10M,30194.4,0.049,0.0,0.9833,0.008,16.83,963.18,14.21,0.9226,0.6485,0.988,0.8752,onos,0.1334,hybrid_p95,CONTROLLER
52,1,2026-06-13T05:22:20.903305,ryu,Tree_D3_F3_bw50M,27,tree,50M,30893.97,0.049,0.0,0.9833,0.008,3.51,35.3,15.68,0.6873,0.856,0.9868,0.7447,floodlight,0.0605,hybrid_p95,CONTROLLER
53,1,2026-06-13T05:24:06.001236,floodlight,Tree_D3_F3_bw50M,27,tree,50M,28927.41,0.043,0,0.9833,0.009,56.39,557.72,17.49,0.9007,0.3693,0.9853,0.8052,floodlight,0.0605,hybrid_p95,CONTROLLER
54,1,2026-06-13T05:26:42.104405,onos,Tree_D3_F3_bw50M,27,tree,50M,29907.51,0.05,0.0,0.9833,0.008,23.6,1034.24,13.58,0.5916,0.5953,0.9886,0.6252,floodlight,0.0605,hybrid_p95,CONTROLLER
55,1,2026-06-13T05:28:09.081090,ryu,Tree_D3_F3_bw100M,27,tree,100M,33339.5,0.051,0.0,0.9833,0.01,3.27,35.09,12.97,0.791,0.858,0.989,0.8204,ryu,0.0793,hybrid_p95,CONTROLLER
56,1,2026-06-13T05:29:51.363457,floodlight,Tree_D3_F3_bw100M,27,tree,100M,30162.79,0.042,0.0,0.9833,0.008,108.77,665.2,13.91,0.9007,0.036,0.9883,0.7411,ryu,0.0793,hybrid_p95,CONTROLLER
57,1,2026-06-13T05:32:26.796339,onos,Tree_D3_F3_bw100M,27,tree,100M,34412.52,0.06,0.0,0.9833,0.018,15.96,1152.0,13.0,0.6367,0.6492,0.9889,0.6684,ryu,0.0793,hybrid_p95,CONTROLLER
58,1,2026-06-13T05:33:53.952061,ryu,Tree_D3_F3_bw200M,27,tree,200M,39638.07,0.089,0.0,0.9833,0.011,6.48,35.14,23.98,0.6367,0.8338,0.9799,0.7032,onos,0.2217,hybrid_p95,CONTROLLER
59,1,2026-06-13T05:36:18.368750,floodlight,Tree_D3_F3_bw200M,27,tree,200M,0.0,0.077,0,0.9833,0.011,149.18,542.03,18.6,0.6984,0.0427,0.9843,0.5956,onos,0.2217,hybrid_p95,CONTROLLER
60,1,2026-06-13T05:38:53.871218,onos,Tree_D3_F3_bw200M,27,tree,200M,35536.55,0.061,0.0,0.9833,0.015,11.79,994.69,12.35,0.9814,0.6853,0.9895,0.9249,onos,0.2217,hybrid_p95,CONTROLLER
61,1,2026-06-13T05:40:25.253600,ryu,Tree_D3_F4_bw10M,64,tree,10M,34601.61,0.055,0.0,0.9488,0.012,11.62,36.45,12.78,0.6175,0.794,0.9892,0.6824,onos,0.1864,hybrid_p95,CONTROLLER
62,1,2026-06-13T05:42:56.334702,floodlight,Tree_D3_F4_bw10M,64,tree,10M,0.0,0.052,0,0.9488,0.016,132.79,843.04,18.17,0.7399,0.0283,0.9846,0.6229,onos,0.1864,hybrid_p95,CONTROLLER
63,1,2026-06-13T05:45:37.405043,onos,Tree_D3_F4_bw10M,64,tree,10M,30465.52,0.05,0.0,0.9488,0.005,39.92,1034.24,14.61,0.9608,0.4728,0.9877,0.8688,onos,0.1864,hybrid_p95,CONTROLLER
64,1,2026-06-13T05:47:09.771870,ryu,Tree_D3_F4_bw50M,64,tree,50M,31303.1,0.062,0.0,0.9488,0.011,9.95,36.25,15.51,0.6175,0.8068,0.9869,0.6847,onos,0.1296,hybrid_p95,CONTROLLER
65,1,2026-06-13T05:49:40.210458,floodlight,Tree_D3_F4_bw50M,64,tree,50M,0.0,0.045,0,0.9488,0.013,151.02,831.7,16.66,0.8815,0.0287,0.9859,0.7256,onos,0.1296,hybrid_p95,CONTROLLER
66,1,2026-06-13T05:52:23.337097,onos,Tree_D3_F4_bw50M,64,tree,50M,29442.77,0.048,0.0,0.9488,0.006,20.86,1020.0,14.76,0.9037,0.6164,0.9876,0.8552,onos,0.1296,hybrid_p95,CONTROLLER
67,1,2026-06-13T05:53:55.771641,ryu,Tree_D3_F4_bw100M,64,tree,100M,29992.26,0.047,0.0,0.9488,0.008,10.43,36.4,18.26,0.8535,0.803,0.9847,0.8547,ryu,0.1294,hybrid_p95,CONTROLLER
68,1,2026-06-13T05:56:25.892661,floodlight,Tree_D3_F4_bw100M,64,tree,100M,0.0,0.042,0,0.9488,0.009,138.62,863.92,18.44,0.8815,0.0275,0.9845,0.7253,ryu,0.1294,hybrid_p95,CONTROLLER
69,1,2026-06-13T05:59:08.921975,onos,Tree_D3_F4_bw100M,64,tree,100M,29592.86,0.057,0.0,0.9488,0.017,28.32,1037.41,14.54,0.6163,0.5598,0.9876,0.6362,ryu,0.1294,hybrid_p95,CONTROLLER
70,1,2026-06-13T06:00:41.360526,ryu,Tree_D3_F4_bw200M,64,tree,200M,30266.81,0.053,0.0,0.9488,0.013,11.54,36.27,18.39,0.6175,0.7948,0.9845,0.6822,onos,0.1908,hybrid_p95,CONTROLLER
71,1,2026-06-13T06:03:12.903614,floodlight,Tree_D3_F4_bw200M,64,tree,200M,0.0,0.05,0,0.9488,0.014,162.45,834.8,15.26,0.7399,0.0286,0.9871,0.6232,onos,0.1908,hybrid_p95,CONTROLLER
72,1,2026-06-13T06:05:56.022788,onos,Tree_D3_F4_bw200M,64,tree,200M,29296.83,0.048,0.0,0.9488,0.006,40.83,1024.05,19.06,0.9686,0.4663,0.984,0.873,onos,0.1908,hybrid_p95,CONTROLLER
