sample_id,iteration,timestamp,controller_name,scenario_name,nodes,topology_type,bandwidth_demand,throughput_mbps,latency_ms,packet_loss_percent,score_reliability,jitter_ms,cpu_usage_percent,memory_usage_mb,flow_setup_time_ms,score_compliance,score_efficiency,score_stability,ahp_score,best_controller_label,score_gap,resource_method,connectivity_status
1,1,2026-07-13T16:05:18.979868,ryu,Mesh_4n_10M,4,mesh,10M,35966.47,0.09,0.0,1.0,0.007,0.34,35.23,20.37,0.5685,0.8798,0.9829,0.663,onos,0.2613,hybrid_p95,CONTROLLER
2,1,2026-07-13T16:07:13.155754,floodlight,Mesh_4n_10M,4,mesh,10M,34226.08,0.085,0.0,1.0,0.008,32.1,399.6,17.13,0.6445,0.5626,0.9856,0.657,onos,0.2613,hybrid_p95,CONTROLLER
3,1,2026-07-13T16:09:46.207601,onos,Mesh_4n_10M,4,mesh,10M,46787.65,0.07,0.0,1.0,0.009,21.92,832.93,20.46,1.0,0.615,0.9828,0.9243,onos,0.2613,hybrid_p95,CONTROLLER
4,1,2026-07-13T16:11:38.222123,ryu,Mesh_4n_100M,4,mesh,100M,40843.0,0.078,0.0,1.0,0.007,0.46,35.22,13.04,0.6002,0.879,0.989,0.6863,onos,0.2046,hybrid_p95,CONTROLLER
5,1,2026-07-13T16:13:32.278795,floodlight,Mesh_4n_100M,4,mesh,100M,35196.53,0.075,0.0,1.0,0.009,32.54,407.74,14.96,0.733,0.5586,0.9874,0.7205,onos,0.2046,hybrid_p95,CONTROLLER
6,1,2026-07-13T16:16:04.761125,onos,Mesh_4n_100M,4,mesh,100M,46698.3,0.072,0.0,1.0,0.003,20.62,968.71,22.01,1.0,0.6199,0.9816,0.9251,onos,0.2046,hybrid_p95,CONTROLLER
7,1,2026-07-13T16:17:56.708971,ryu,Mesh_4n_1000M,4,mesh,1000M,39943.8,0.084,0.0,1.0,0.003,0.49,35.21,20.6,0.5923,0.8787,0.9828,0.68,onos,0.2295,hybrid_p95,CONTROLLER
8,1,2026-07-13T16:19:50.819613,floodlight,Mesh_4n_1000M,4,mesh,1000M,35227.47,0.078,0.136,1.0,0.011,48.64,453.2,21.09,0.733,0.4343,0.9823,0.696,onos,0.2295,hybrid_p95,CONTROLLER
9,1,2026-07-13T16:22:23.292218,onos,Mesh_4n_1000M,4,mesh,1000M,46913.79,0.072,0.0,1.0,0.008,20.59,947.8,19.49,1.0,0.6208,0.9836,0.9255,onos,0.2295,hybrid_p95,CONTROLLER
10,1,2026-07-13T16:24:15.459301,ryu,Mesh_5n_10M,5,mesh,10M,29187.25,0.116,0.0,1.0,0.015,0.36,35.28,17.77,0.566,0.8796,0.985,0.6613,onos,0.1937,hybrid_p95,CONTROLLER
11,1,2026-07-13T16:26:10.079095,floodlight,Mesh_5n_10M,5,mesh,10M,26997.43,0.089,0.0,1.0,0.011,44.91,443.2,17.93,0.7732,0.463,0.9849,0.7309,onos,0.1937,hybrid_p95,CONTROLLER
12,1,2026-07-13T16:28:43.702299,onos,Mesh_5n_10M,5,mesh,10M,46637.41,0.072,0.0,1.0,0.005,21.58,848.73,21.12,1.0,0.617,0.9823,0.9246,onos,0.1937,hybrid_p95,CONTROLLER
13,1,2026-07-13T16:30:35.968504,ryu,Mesh_5n_100M,5,mesh,100M,38581.54,0.089,0.0,1.0,0.008,0.6,35.27,17.87,0.6301,0.8779,0.985,0.7074,ryu,0.0278,hybrid_p95,CONTROLLER
14,1,2026-07-13T16:36:54.398062,floodlight,Mesh_5n_100M,5,mesh,100M,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.276,ryu,0.0278,NONE,STANDALONE
15,1,2026-07-13T16:39:27.768780,onos,Mesh_5n_100M,5,mesh,100M,46829.41,0.083,0.0,1.0,0.016,25.84,806.08,22.49,0.6699,0.5867,0.981,0.6796,ryu,0.0278,hybrid_p95,CONTROLLER
16,1,2026-07-13T16:41:20.142548,ryu,Mesh_5n_1000M,5,mesh,1000M,27692.13,0.115,0.0,1.0,0.013,0.52,35.29,19.58,0.556,0.8784,0.9835,0.6537,onos,0.1754,hybrid_p95,CONTROLLER
17,1,2026-07-13T16:43:14.647643,floodlight,Mesh_5n_1000M,5,mesh,1000M,29874.55,0.088,0.061,1.0,0.01,35.75,413.71,14.05,0.7794,0.5341,0.9881,0.7494,onos,0.1754,hybrid_p95,CONTROLLER
18,1,2026-07-13T16:45:47.868099,onos,Mesh_5n_1000M,5,mesh,1000M,45564.39,0.07,0.0,1.0,0.008,22.21,782.0,12.91,1.0,0.6149,0.9891,0.9248,onos,0.1754,hybrid_p95,CONTROLLER
19,1,2026-07-13T16:47:40.507891,ryu,Mesh_6n_10M,6,mesh,10M,24024.25,0.104,0.0,1.0,0.017,0.53,35.32,17.08,0.617,0.8783,0.9855,0.6981,onos,0.2162,hybrid_p95,CONTROLLER
20,1,2026-07-13T16:49:35.954107,floodlight,Mesh_6n_10M,6,mesh,10M,22344.01,0.109,0.0,1.0,0.013,82.88,479.2,16.12,0.556,0.1753,0.9864,0.5182,onos,0.2162,hybrid_p95,CONTROLLER
21,1,2026-07-13T16:52:10.006804,onos,Mesh_6n_10M,6,mesh,10M,42743.14,0.076,0.0,1.0,0.011,28.52,862.2,23.48,1.0,0.5643,0.9803,0.9143,onos,0.2162,hybrid_p95,CONTROLLER
22,1,2026-07-13T16:54:02.844074,ryu,Mesh_6n_100M,6,mesh,100M,19261.12,0.158,0.0,1.0,0.048,0.52,35.32,29.86,0.556,0.8784,0.9744,0.653,onos,0.2169,hybrid_p95,CONTROLLER
23,1,2026-07-13T16:55:57.857183,floodlight,Mesh_6n_100M,6,mesh,100M,19395.14,0.111,0.0,1.0,0.016,52.24,481.01,19.99,0.7546,0.4053,0.9831,0.7061,onos,0.2169,hybrid_p95,CONTROLLER
24,1,2026-07-13T16:58:32.608705,onos,Mesh_6n_100M,6,mesh,100M,42463.46,0.074,0.0,1.0,0.013,22.76,873.83,17.62,1.0,0.6072,0.9851,0.923,onos,0.2169,hybrid_p95,CONTROLLER
